# output_snr_b1_512.txt usage=20 Best-1
5	5	11	0.054	0.959409	0.9956	0.9977	7714
12	12	23	0.104	0.908064	0.9956	0.9964	14942
44	44	88	0.201	0.819815	0.9932	0.9967	53039
132	132	271	0.300	0.742746	0.9871	0.9937	152921
164	164	329	0.401	0.653971	0.9905	0.9945	165595
182	182	356	0.500	0.560721	0.9933	0.9953	174433
176	171	331	0.600	0.467682	0.9959	0.9847	125197
198	198	369	0.698	0.370588	0.9969	0.9979	139279
245	245	457	0.750	0.328146	0.9970	0.9971	140443
