# output_snr_b1_noff_1024.txt usage=50 No FF Best-1
8	20	79	0.051	0.955548	0.9740	0.9823	1294001
17	42	159	0.102	0.911725	0.9763	0.9788	2576022
67	123	452	0.201	0.831963	0.9736	0.9764	5064667
129	205	758	0.300	0.752955	0.9764	0.9784	6988942
294	349	1352	0.400	0.688797	0.9747	0.9699	8589295
199	249	925	0.504	0.563856	0.9889	0.9837	10380138
280	312	1214	0.579	0.503544	0.9892	0.9854	11721307
348	386	1153	0.647	0.428755	0.9920	0.9914	12194383
297	330	1264	0.668	0.419681	0.9909	0.9860	12292509
