# output_snr_noff_256.txt usage=10
4	6	82	0.056	0.959799	0.9270	0.9763	1794
8	14	154	0.106	0.926044	0.9296	0.9578	2823
22	28	236	0.203	0.868863	0.9428	0.8714	5394
46	51	292	0.302	0.819115	0.9561	0.8163	4873
91	82	355	0.401	0.775358	0.9651	0.7769	4647
154	124	470	0.501	0.721192	0.9735	0.7985	4305
133	124	560	0.601	0.595464	0.9807	0.9162	3405
149	147	600	0.700	0.504099	0.9880	0.9461	3097
127	134	446	0.775	0.388410	0.9926	0.9708	2877
