# symbol count test 256
226	9	9	78	0.104	0.914881	0.9512	0.9740	2540
227	9	9	48	0.104	0.913627	0.9682	0.9912	2911
228	9	9	80	0.104	0.914873	0.9533	0.9904	2456
229	9	10	56	0.104	0.912780	0.9659	0.9857	2769
230	9	9	88	0.104	0.917753	0.9476	0.9750	2874
231	9	9	82	0.104	0.916980	0.9528	0.9870	2767
232	9	9	43	0.104	0.912590	0.9746	0.9870	2427
233	9	9	82	0.104	0.916387	0.9598	0.9898	3155
234	9	8	85	0.104	0.924044	0.9449	0.9300	2216
235	9	9	65	0.104	0.914416	0.9590	0.9920	2877
236	9	9	65	0.104	0.913893	0.9627	0.9867	2141
237	9	9	78	0.104	0.916408	0.9528	0.9921	2758
238	9	9	99	0.104	0.917616	0.9380	0.9753	2687
239	9	9	68	0.104	0.915226	0.9599	0.9899	2648
240	9	9	49	0.104	0.912461	0.9712	0.9855	2712
241	9	8	95	0.104	0.923702	0.9478	0.9411	2311
242	9	9	87	0.104	0.917415	0.9528	0.9870	3064
243	9	9	82	0.104	0.915990	0.9549	0.9734	2470
244	9	9	40	0.104	0.916343	0.9796	0.9956	2651
245	9	9	66	0.104	0.923385	0.9661	0.9874	2191
246	9	9	71	0.104	0.915002	0.9564	0.9752	2762
247	9	9	92	0.104	0.915352	0.9499	0.9925	2656
248	9	10	51	0.104	0.913754	0.9709	0.9901	2907
249	9	9	40	0.104	0.920641	0.9805	0.9902	2740
250	9	9	60	0.104	0.922110	0.9686	0.9901	2668
251	9	9	66	0.104	0.920627	0.9621	0.9909	2547
252	9	9	70	0.104	0.915479	0.9668	0.9924	2925
253	9	9	65	0.104	0.923460	0.9621	0.9804	2340
254	9	9	53	0.104	0.919471	0.9717	0.9999	2758
255	9	9	63	0.104	0.913643	0.9671	0.9974	2788
256	9	9	71	0.104	0.913292	0.9596	0.9904	2535
