# symbol count test 256
2	9	0	3	0.104	1.011467	0.1035	0.6556	109
3	9	0	1	0.104	1.053702	0.0999	0.1582	81
4	9	0	1	0.104	1.027568	0.1052	0.1015	72
5	9	0	1	0.104	1.016597	0.1009	0.0647	80
6	9	0	1	0.104	1.011026	0.0963	0.0446	76
7	9	0	1	0.104	1.007751	0.1145	0.0395	81
8	9	0	1	0.104	1.005830	0.1059	0.0289	61
9	9	0	1	0.104	1.004485	0.0509	0.0108	80
10	9	0	1	0.104	1.003539	0.1588	0.0294	69
11	9	0	1	0.104	1.002816	0.1351	0.0210	79
12	9	0	1	0.104	1.002379	0.1126	0.0143	67
13	9	0	1	0.104	1.001983	0.1346	0.0139	82
14	9	0	1	0.104	1.001670	0.0862	0.0073	78
15	9	0	1	0.104	1.001430	0.1111	0.0099	79
16	9	1	3	0.104	0.994267	0.6446	0.1137	153
17	9	0	1	0.104	1.001109	0.1111	0.0067	96
18	9	0	1	0.104	1.000930	0.3036	0.0248	82
19	9	0	1	0.104	1.000858	0.3829	0.0301	82
20	9	1	2	0.104	1.000660	0.7124	0.1039	128
21	9	0	1	0.104	1.000700	0.2559	0.0158	109
22	9	0	1	0.104	1.000590	0.4532	0.0311	85
23	9	0	1	0.104	1.000500	0.3411	0.0191	71
24	9	2	7	0.104	0.980535	0.8751	0.2345	363
25	9	2	8	0.104	0.979207	0.8814	0.2507	567
26	9	3	7	0.104	0.980803	0.9430	0.3695	368
27	9	2	7	0.104	0.977725	0.9007	0.2611	322
28	9	0	1	0.104	1.000346	0.3808	0.0145	94
29	9	2	6	0.104	0.980862	0.9217	0.2306	379
30	9	0	1	0.104	1.000285	0.4524	0.0167	93
31	9	0	1	0.104	1.000236	0.5319	0.0219	97
32	9	2	6	0.104	0.992038	0.9034	0.2255	351
33	9	2	5	0.104	0.980578	0.9415	0.2306	313
34	9	3	8	0.104	0.978428	0.9559	0.3546	432
35	9	3	7	0.104	0.966953	0.9604	0.3688	519
36	9	3	8	0.104	0.976235	0.9670	0.3808	403
37	9	3	7	0.104	0.968375	0.9661	0.3621	372
38	9	2	6	0.104	0.980852	0.9454	0.2276	329
39	9	1	3	0.104	0.987423	0.9048	0.1430	287
40	9	3	8	0.104	0.967697	0.9741	0.3676	385
41	9	3	6	0.104	0.977011	0.9742	0.3806	415
42	9	3	8	0.104	0.967683	0.9726	0.3678	485
43	9	3	7	0.104	0.966165	0.9768	0.3806	489
44	9	3	9	0.104	0.968456	0.9702	0.3710	680
45	9	2	4	0.104	0.983857	0.9499	0.1829	362
46	9	3	7	0.104	0.968782	0.9789	0.3521	475
47	9	3	8	0.104	0.966781	0.9829	0.3685	567
48	9	3	8	0.104	0.975881	0.9826	0.3873	470
49	9	3	7	0.104	0.967433	0.9824	0.3678	496
50	9	2	5	0.104	0.977258	0.9604	0.2516	484
51	9	2	6	0.104	0.976852	0.9730	0.2630	381
52	9	3	7	0.104	0.969546	0.9826	0.3381	555
53	9	2	5	0.104	0.992093	0.9616	0.1828	345
54	9	3	6	0.104	0.966525	0.9863	0.3676	558
55	9	5	12	0.104	0.947124	0.9823	0.5834	730
56	9	3	7	0.104	0.979242	0.9829	0.3438	589
57	9	3	7	0.104	0.979251	0.9841	0.3438	605
58	9	3	6	0.104	0.969489	0.9813	0.3372	563
59	9	2	6	0.104	0.977423	0.9772	0.2563	521
60	9	2	6	0.104	0.976214	0.9861	0.2702	516
61	9	2	6	0.104	0.975931	0.9835	0.2703	505
62	9	2	7	0.104	0.988341	0.9851	0.2703	396
63	9	5	11	0.104	0.953946	0.9850	0.5199	780
64	9	3	7	0.104	0.968816	0.9882	0.3437	703
65	9	3	7	0.104	0.980044	0.9858	0.3144	535
66	9	2	4	0.104	0.992077	0.9796	0.1828	348
67	9	1	3	0.104	0.989390	0.9553	0.1186	402
68	9	3	9	0.104	0.980196	0.9735	0.3216	598
69	9	5	12	0.104	0.960271	0.9864	0.5392	662
70	9	3	6	0.104	0.979896	0.9763	0.3496	424
71	9	2	3	0.104	0.991427	0.9894	0.2177	365
72	9	7	16	0.104	0.942103	0.9826	0.7928	832
73	9	7	19	0.104	0.934785	0.9695	0.7396	989
74	9	4	10	0.104	0.973489	0.9791	0.4030	952
75	9	7	17	0.104	0.941877	0.9766	0.7431	854
76	9	8	26	0.104	0.921950	0.9757	0.9037	1576
77	9	6	13	0.104	0.945845	0.9801	0.6837	908
78	9	7	17	0.104	0.934395	0.9704	0.7424	945
79	9	9	24	0.104	0.911863	0.9790	0.9921	1381
80	9	6	15	0.104	0.947019	0.9779	0.6011	1184
81	9	6	16	0.104	0.944916	0.9810	0.6197	1024
82	9	9	27	0.104	0.912922	0.9737	0.9882	900
83	9	8	20	0.104	0.933742	0.9820	0.8362	1021
84	9	7	23	0.104	0.930024	0.9750	0.7981	1053
85	9	7	18	0.104	0.941107	0.9775	0.7563	943
86	9	9	26	0.104	0.912825	0.9757	0.9953	1317
87	9	9	23	0.104	0.913097	0.9758	0.9771	1539
88	9	8	20	0.104	0.935326	0.9740	0.8488	1072
89	9	8	21	0.104	0.932009	0.9750	0.9001	961
90	9	8	25	0.104	0.926662	0.9797	0.8312	1335
91	9	7	21	0.104	0.925836	0.9743	0.8304	1146
92	9	9	23	0.104	0.910882	0.9808	0.9949	1378
93	9	9	25	0.104	0.919663	0.9836	1.0000	1399
94	9	9	22	0.104	0.922355	0.9803	0.9905	1214
95	9	9	26	0.104	0.919753	0.9756	0.9882	1309
96	9	8	16	0.104	0.925723	0.9878	0.9024	1204
97	9	8	21	0.104	0.925188	0.9760	0.9214	1096
98	9	9	24	0.104	0.920132	0.9787	0.9931	1482
99	9	9	24	0.104	0.920450	0.9824	0.9924	1357
100	9	9	24	0.104	0.912083	0.9806	0.9845	1683
101	9	9	20	0.104	0.921064	0.9812	1.0000	1414
102	9	9	24	0.104	0.923259	0.9758	0.9899	1303
103	9	8	22	0.104	0.926795	0.9901	0.9220	1154
104	9	8	18	0.104	0.929829	0.9929	0.8761	1383
105	9	9	24	0.104	0.920248	0.9790	0.9901	1507
106	9	9	26	0.104	0.910910	0.9794	1.0000	1911
107	9	9	24	0.104	0.911567	0.9842	0.9952	1413
108	9	9	25	0.104	0.919695	0.9796	0.9902	1489
109	9	8	26	0.104	0.918196	0.9701	0.9164	1603
110	9	9	23	0.104	0.910614	0.9805	0.9927	1694
111	9	9	26	0.104	0.910986	0.9761	0.9953	1782
112	9	9	25	0.104	0.911645	0.9836	0.9923	1602
113	9	9	25	0.104	0.919146	0.9781	0.9898	1515
114	9	8	20	0.104	0.927720	0.9812	0.9050	1487
115	9	9	28	0.104	0.920394	0.9788	0.9873	1726
116	9	9	24	0.104	0.911028	0.9812	0.9857	1883
117	9	9	23	0.104	0.918932	0.9785	0.9904	1461
118	9	9	24	0.104	0.910946	0.9843	0.9921	2275
119	9	9	31	0.104	0.921670	0.9707	0.9927	2021
120	9	9	26	0.104	0.911453	0.9759	0.9892	2047
121	9	7	20	0.104	0.935460	0.9786	0.8292	1479
122	9	9	31	0.104	0.912464	0.9702	0.9975	2183
123	9	9	30	0.104	0.923201	0.9706	0.9854	1588
124	9	9	33	0.104	0.913998	0.9588	0.9721	2189
125	9	9	29	0.104	0.913010	0.9717	0.9870	2173
126	9	10	38	0.104	0.914378	0.9600	0.9880	2077
127	9	9	33	0.104	0.919932	0.9675	0.9801	2124
128	9	9	29	0.104	0.917467	0.9695	0.9883	1906
129	9	9	35	0.104	0.912697	0.9595	0.9760	2125
130	9	9	38	0.104	0.913886	0.9568	0.9817	2085
131	9	9	40	0.104	0.914112	0.9549	0.9806	1834
132	9	9	40	0.104	0.912720	0.9596	0.9879	2301
133	9	9	41	0.104	0.914161	0.9589	0.9850	2119
134	9	9	39	0.104	0.913306	0.9616	0.9845	2152
135	9	9	43	0.104	0.913763	0.9595	0.9905	2175
136	9	10	47	0.104	0.915884	0.9552	0.9778	2171
137	9	9	42	0.104	0.914060	0.9521	0.9788	2335
138	9	9	42	0.104	0.919256	0.9506	0.9831	2181
139	9	8	39	0.104	0.920568	0.9501	0.8930	1985
140	9	9	45	0.104	0.913682	0.9508	0.9749	2275
141	9	8	43	0.104	0.923506	0.9502	0.8780	2286
142	9	9	47	0.104	0.916323	0.9478	0.9635	2084
143	9	9	50	0.104	0.916357	0.9474	0.9584	2198
144	9	10	51	0.104	0.915717	0.9461	0.9721	2078
145	9	9	52	0.104	0.916231	0.9440	0.9639	1910
146	9	10	52	0.104	0.914336	0.9505	0.9791	2342
147	9	9	54	0.104	0.923391	0.9431	0.9667	2089
148	9	9	55	0.104	0.924289	0.9466	0.9642	2134
149	9	9	52	0.104	0.914806	0.9450	0.9712	2609
150	9	9	53	0.104	0.915766	0.9499	0.9728	2195
151	9	10	55	0.104	0.919015	0.9436	0.9700	2282
152	9	9	58	0.104	0.925671	0.9406	0.9623	2170
153	9	9	55	0.104	0.923915	0.9429	0.8780	2317
154	9	9	61	0.104	0.930234	0.9306	0.8622	1743
155	9	9	59	0.104	0.915115	0.9464	0.9774	2760
156	9	9	63	0.104	0.915387	0.9404	0.9850	2838
157	9	9	62	0.104	0.915848	0.9390	0.9709	2421
158	9	9	59	0.104	0.924645	0.9383	0.9525	2118
159	9	9	62	0.104	0.915761	0.9367	0.9759	2495
160	9	9	61	0.104	0.914942	0.9394	0.9766	2535
161	9	8	66	0.104	0.925600	0.9296	0.8815	2174
162	9	10	73	0.104	0.918137	0.9325	0.9673	2964
163	9	9	68	0.104	0.923671	0.9349	0.9679	1890
164	9	9	60	0.104	0.912786	0.9479	0.9855	2399
165	9	9	68	0.104	0.917191	0.9425	0.9658	2519
166	9	9	68	0.104	0.924792	0.9413	0.9750	2419
167	9	9	67	0.104	0.915934	0.9392	0.9708	2401
168	9	10	74	0.104	0.916853	0.9366	0.9693	3049
169	9	9	73	0.104	0.917037	0.9314	0.9705	2252
170	9	9	71	0.104	0.917462	0.9380	0.9614	2820
171	9	10	73	0.104	0.915881	0.9383	0.9779	2933
172	9	10	74	0.104	0.918617	0.9370	0.9503	2734
173	9	10	80	0.104	0.917333	0.9374	0.9687	3039
174	9	10	71	0.104	0.916976	0.9438	0.9795	3338
175	9	9	72	0.104	0.917931	0.9365	0.9611	2324
176	9	9	70	0.104	0.914610	0.9411	0.9737	2541
177	9	10	80	0.104	0.917884	0.9382	0.9646	2837
178	9	8	82	0.104	0.926203	0.9261	0.8885	2470
179	9	9	74	0.104	0.924383	0.9372	0.9730	2505
180	9	9	65	0.104	0.913739	0.9470	0.9860	2250
181	9	9	67	0.104	0.924116	0.9448	0.9760	2527
182	9	10	85	0.104	0.925939	0.9345	0.9728	3126
183	9	9	68	0.104	0.923601	0.9474	0.9765	2322
184	9	9	47	0.104	0.919577	0.9623	0.9949	2434
185	9	10	84	0.104	0.918229	0.9377	0.9705	2500
186	9	10	85	0.104	0.918658	0.9371	0.9665	3210
187	9	9	59	0.104	0.913602	0.9526	0.9902	2571
188	9	9	73	0.104	0.915422	0.9427	0.9784	2598
189	9	9	59	0.104	0.913465	0.9547	0.9912	2610
190	9	9	82	0.104	0.916939	0.9418	0.9766	2865
191	9	9	78	0.104	0.916905	0.9425	0.9753	2659
192	9	10	80	0.104	0.917686	0.9374	0.9781	2743
193	9	10	75	0.104	0.916416	0.9491	0.9772	2756
194	9	10	90	0.104	0.918384	0.9364	0.9708	3223
195	9	9	77	0.104	0.924045	0.9486	0.9753	2262
196	9	9	77	0.104	0.925563	0.9480	0.9636	2179
197	9	9	72	0.104	0.916266	0.9480	0.9771	2457
198	9	9	73	0.104	0.915506	0.9490	0.9806	2530
199	9	9	76	0.104	0.917668	0.9455	0.9757	3159
200	9	10	87	0.104	0.918838	0.9396	0.9798	2706
201	9	9	64	0.104	0.914686	0.9572	0.9826	2601
202	9	9	66	0.104	0.916453	0.9496	0.9689	2780
203	9	9	82	0.104	0.917066	0.9455	0.9785	2321
204	9	9	64	0.104	0.914808	0.9566	0.9812	2409
205	9	9	67	0.104	0.915468	0.9519	0.9798	1896
206	9	9	74	0.104	0.923858	0.9503	0.9782	1874
207	9	10	65	0.104	0.917181	0.9608	0.9823	2682
208	9	9	76	0.104	0.917670	0.9515	0.9755	2618
209	9	9	67	0.104	0.915977	0.9556	0.9850	2411
210	9	9	68	0.104	0.912908	0.9565	0.9874	2506
211	9	9	78	0.104	0.924790	0.9519	0.9734	2239
212	9	9	68	0.104	0.916570	0.9544	0.9736	2554
213	9	10	72	0.104	0.915838	0.9536	0.9876	3010
214	9	9	79	0.104	0.916336	0.9478	0.9825	2767
215	9	9	83	0.104	0.916649	0.9465	0.9687	2537
216	9	10	37	0.104	0.911584	0.9801	0.9925	3406
217	9	9	76	0.104	0.923517	0.9467	0.9741	2498
218	9	9	82	0.104	0.916449	0.9459	0.9766	2790
219	9	9	73	0.104	0.915363	0.9515	0.9806	2439
220	9	10	72	0.104	0.914958	0.9510	0.9860	2818
221	9	9	55	0.104	0.912894	0.9640	0.9931	2597
222	9	9	48	0.104	0.918277	0.9677	0.9880	2324
223	9	9	74	0.104	0.915612	0.9538	0.9718	2508
224	9	9	58	0.104	0.912147	0.9643	0.9949	2521
225	9	9	78	0.104	0.916038	0.9533	0.9819	2569
