# output_snr_4096.txt
132	3	8	0.050	0.997954	0.9876	0.0469	175967
665	4	8	0.100	0.998500	0.9866	0.0214	192713
289	146	572	0.200	0.887072	0.9891	0.5905	7872191
404	223	1389	0.300	0.801772	0.9879	0.6995	23753368
491	319	1850	0.400	0.699930	0.9901	0.7922	18824520
1314	369	1897	0.500	0.732240	0.9908	0.5695	9353017
1943	540	3011	0.600	0.679474	0.9923	0.5707	35234913
1258	325	4320	0.700	0.804043	0.9929	0.3109	50882259
2702	141	1467	0.800	0.796168	0.9958	0.2723	13040928
