# output_snr_256.txt
4	4	50	0.056	0.956516	0.9468	0.9919	737
8	8	74	0.106	0.918683	0.9570	0.9648	1313
22	19	89	0.203	0.853327	0.9760	0.8874	2991
46	38	102	0.302	0.778899	0.9871	0.8933	5011
91	73	155	0.401	0.710528	0.9885	0.8938	8006
154	140	277	0.501	0.633870	0.9881	0.9411	12732
133	124	235	0.601	0.525511	0.9937	0.9598	8486
149	146	256	0.700	0.423775	0.9955	0.9869	7897
127	127	197	0.775	0.334632	0.9975	0.9980	6150
