#Patterns,Configurations
4, 3
8, 5
10, 5
11, 7
13, 9
14, 10
15, 11
17, 12
17, 13
17, 14
17, 14
18, 15
20, 15
21, 16
22, 16
23, 16
21, 16
22, 17
23, 19
22, 19
21, 20
21, 21
22, 21
23, 22
24, 23
25, 23
24, 23
27, 23
29, 24
30, 25
31, 26
32, 27
32, 28
33, 28
33, 28
33, 28
